"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed May 25 14:53:19 IST 2022","Wed May 25 14:53:29 IST 2022","10315","Sanity Automation Suite","HomePageTest","HomePageTest","HomePageTest","validateChangePostcode","HomePage- Validate change Postcode",""
